,Stocks GOOG_loss,Stocks GOOG_val_loss
46,3.76354633212591e-05,0.0034186358993443158
47,3.6551430709480955e-05,0.0032840331729788045
48,3.548455368637895e-05,0.0031536221504211426
49,3.443563736464757e-05,0.003027126407967164
50,3.3405963152360455e-05,0.0029043761583474968
51,3.239620183684075e-05,0.0027853060298814224
52,3.140689015988475e-05,0.0026698772652217974
53,3.0438628108151115e-05,0.0025580667962248507
54,2.949116550063571e-05,0.0024499758504904234
55,2.856593346223235e-05,0.0023454197754080477
56,2.76621722150594e-05,0.002244612560249292
57,2.6780681554765368e-05,0.00214729024670445
58,2.5921033878918162e-05,0.002053749210272844
59,2.508347517085405e-05,0.0019635928508180836
60,2.4271228679796106e-05,0.0018770459573715925
61,2.347749922102174e-05,0.0017939210296250307
62,2.2709663636095895e-05,0.0017142330582898397
63,2.196309847372154e-05,0.0016379099912368334
64,2.1239958396808317e-05,0.0015649103129712434
65,2.0538950243812556e-05,0.0014951614698824973
66,1.986105556940087e-05,0.0014286014752892347
67,1.9205372294751353e-05,0.0013651601397074186
68,1.857236272301704e-05,0.0013047569753745426
69,1.7961301777037217e-05,0.0012473660485389142
70,1.7373061872114285e-05,0.0011928310044682943
71,1.6805955825615318e-05,0.0011411417060746597
72,1.6261125683041217e-05,0.0010921809320839553
73,1.5737167184572452e-05,0.0010458971015535868
74,1.5234614553404614e-05,0.001002185234728341
75,1.4752104247096353e-05,0.0009610012549763689
76,1.4291609659267124e-05,0.0009222046937793493
77,1.3849302167028118e-05,0.0008857786977806917
78,1.3428295810277072e-05,0.000851583514864055
79,1.302494974180053e-05,0.0008195525912854534
80,1.2642029035375275e-05,0.0007896149853387704
81,1.227607551230064e-05,0.0007616537533557186
82,1.1928943422390148e-05,0.0007356208337184328
83,1.1598636214890015e-05,0.0007114020140411762
84,1.1285606608278333e-05,0.0006889402418612287
85,1.0988850940171127e-05,0.0006681324090235508
86,1.0707868708637901e-05,0.000648917370619109
87,1.0442664810957816e-05,0.0006311951079764045
88,1.0191934891806271e-05,0.0006148980912537529
89,9.955818313756026e-06,0.0005999478386141933
90,9.733319040186381e-06,0.00058626604732126
91,9.524195635234579e-06,0.0005737827338564855
92,9.327743660273532e-06,0.0005624237953900144
93,9.143493046464686e-06,0.0005521246706708693
94,8.971050157504998e-06,0.0005428086017043545
95,8.809530194971907e-06,0.0005344212180576646
96,8.658917417610959e-06,0.0005268906735671827
97,8.51820018746926e-06,0.0005201605694869963
98,8.387214445694834e-06,0.0005141732085926029
99,8.265250961323125e-06,0.0005088732846511098
100,8.152083550017918e-06,0.0005042087779237101
101,8.04703194472285e-06,0.000500125116489541
102,7.949643112134743e-06,0.0004965785908727691
103,7.859620137214033e-06,0.0004935218827225841
104,7.776358171003476e-06,0.0004909123079134867
105,7.699575759873438e-06,0.0004887095016713899
106,7.62884853709413e-06,0.00048687594244256616
107,7.5636529660327005e-06,0.0004853746459747736
108,7.503825057798307e-06,0.00048417380402007926
109,7.44889951839958e-06,0.000483240565070166
110,7.3985785233022534e-06,0.00048254692676262214
111,7.352500163576154e-06,0.0004820655359743306
112,7.31038441979483e-06,0.0004817715693766681
113,7.271943979083937e-06,0.00048164200807849947
114,7.236876976653898e-06,0.0004816558122491607
115,7.2049871015713925e-06,0.00048179372858542664
116,7.175974220584836e-06,0.0004820377709200749
117,7.149609805660125e-06,0.0004823721067693371
118,7.125717222432006e-06,0.00048278204989261355
119,7.1040631505289075e-06,0.0004832546423690823
120,7.084472722104133e-06,0.00048377734716408525
121,7.066771629000029e-06,0.00048433996898193774
122,7.0507947279670935e-06,0.00048493371398832934
123,7.036391497632184e-06,0.0004855484316626993
