,TodasVariables_n512_loss,TodasVariables_n512_val_loss
131,8.698819556229864e-06,0.0008563643966156703
132,8.626543918720787e-06,0.0008472341757554275
133,8.542650116046738e-06,0.0008412416164691632
134,8.458478934978932e-06,0.0008387833368033171
135,8.372642241738504e-06,0.0008389582015717259
136,8.28922915948519e-06,0.0008396862182193077
137,8.245564826071271e-06,0.0008383712444740992
138,8.298606137311883e-06,0.0008327532022331769
139,8.458393704831206e-06,0.0008216711083570352
140,8.637206467308435e-06,0.0008054199055410349
141,8.697720047096551e-06,0.0007857954523597772
142,8.600724728379506e-06,0.0007658170697350914
143,8.530400481714214e-06,0.0007493549313109654
144,8.818675496513606e-06,0.000740496522317139
145,9.613584325052216e-06,0.0007427961726744587
146,1.0533847111778763e-05,0.000758742752413337
147,1.0764880314057406e-05,0.000789589759034033
148,9.82787661576787e-06,0.0008353750454261899
149,8.652625743147488e-06,0.0008944868862342376
150,1.0203983212984615e-05,0.0009610328303936583
151,1.8891984032402084e-05,0.001015623565763235
152,3.8407080025465875e-05,0.001012685583331264
153,6.72541285054579e-05,0.0009040975710377097
154,8.935759132537687e-05,0.0007148496985722047
155,8.016104430470687e-05,0.0005802433633317167
156,9.148382196144667e-05,0.0005967643899986377
157,0.0002806461002015007,0.0006471974148343389
158,0.0005639985963800707,0.0014247256152045268
159,0.0004201007295005883,0.003126812597306875
160,0.00018883764138221383,0.004876231703047569
161,0.0009118219324871182,0.006778509141160891
162,0.000493003559733132,0.003952008457137988
163,0.00019630574276491714,0.001296215493661853
164,0.00010930482200749863,0.001375084241422323
165,3.373591222883148e-05,0.002224524075595232
