,Stocks AAPL_loss,Stocks AAPL_val_loss
79,5.47287331180829e-05,0.0005356278504651768
80,5.4433644906786304e-05,0.0005311795688319908
81,5.414414429641061e-05,0.0005268409444104837
82,5.385954550704276e-05,0.0005226321277561886
83,5.3579687924009224e-05,0.0005185501522855598
84,5.3304530902305384e-05,0.0005145685863681138
85,5.30346977907827e-05,0.00051071815562017
86,5.2769176102304914e-05,0.0005069856188024512
87,5.2509044978470575e-05,0.0005033588486498799
88,5.225351723593435e-05,0.0004998543132471199
89,5.200269791610732e-05,0.0004964577764722293
90,5.175684912072698e-05,0.0004931767765518235
91,5.151568106596422e-05,0.0004900043285665927
92,5.1279374688994886e-05,0.00048694189841291683
93,5.104773220085625e-05,0.000483985079034906
94,5.082046804111986e-05,0.00048113268085530605
95,5.0598077978483865e-05,0.00047838705693553575
96,5.0380249648561015e-05,0.00047574272371250494
97,5.0166972430125844e-05,0.0004731993065162123
98,4.9958233443897044e-05,0.0004707548329767225
99,4.975400208067363e-05,0.0004684077729685125
100,4.9554159876157194e-05,0.0004661564739292552
101,4.9358739530341164e-05,0.0004639985279351387
102,4.916766159311365e-05,0.00046193326727069655
103,4.898085343034606e-05,0.0004599582291497239
104,4.879835409804076e-05,0.0004580716318825538
105,4.861996802347498e-05,0.00045627330619863225
106,4.8445742793084156e-05,0.0004545581719741739
107,4.827573092757382e-05,0.00045292731775934325
108,4.81096186408179e-05,0.00045137954996256476
109,4.7947531714888245e-05,0.00044990725743038385
110,4.778944096232272e-05,0.00044851744047034233
111,4.7634997889841104e-05,0.00044720210991371637
112,4.748467225668385e-05,0.00044595990289837635
113,4.733797874811491e-05,0.0004447927489748289
114,4.719495608560987e-05,0.00044369395493112245
115,4.7055786042661546e-05,0.00044266519206308426
116,4.691987608869871e-05,0.00044170459237313645
117,4.678776698627231e-05,0.0004408066809958853
118,4.665910601870146e-05,0.00043997444057216245
119,4.6533761298800445e-05,0.0004392032412512378
120,4.641185308894913e-05,0.00043849248489921634
121,4.62932153384137e-05,0.00043783998371091213
122,4.61779688949959e-05,0.0004372443948958026
123,4.6065606490639306e-05,0.0004367027779634314
124,4.595664772907561e-05,0.00043621533061912946
125,4.585054469724379e-05,0.0004357792706036105
126,4.574759729840825e-05,0.0004353927255704485
127,4.564757458363853e-05,0.00043505466885693456
128,4.5550420519697815e-05,0.0004347632451775088
129,4.545613953906604e-05,0.00043451650390647695
130,4.5364606821435855e-05,0.0004343135033509341
131,4.527579673369222e-05,0.00043415228218032884
132,4.518963998697441e-05,0.00043403165984963037
133,4.5106099866967565e-05,0.0004339492535245359
134,4.502514551357559e-05,0.00043390451391206133
135,4.494662162273769e-05,0.0004338957349255938
136,4.4870535679490724e-05,0.00043392062472211645
137,4.479688124419404e-05,0.00043397934353996023
138,4.472548565920978e-05,0.00043406901946666
139,4.465642904370338e-05,0.00043418887706912367
140,4.458953769464078e-05,0.00043433765651947206
141,4.452483302173633e-05,0.0004345142291243263
142,4.4462266267710845e-05,0.0004347165345332061
143,4.4401719219161024e-05,0.0004349437608495997
144,4.4343197772121487e-05,0.00043519497240208433
145,4.428665132941571e-05,0.00043546823395319796
