,Trends trend_nem_loss,Trends trend_nem_val_loss
66,5.745767125988315e-05,0.00043735354496487257
67,5.719186890343118e-05,0.0004370968331229584
68,5.692862392063306e-05,0.0004368458042220994
69,5.666798289434385e-05,0.00043660069711442135
70,5.640994599182694e-05,0.00043636047275972433
71,5.615460282444536e-05,0.00043612653884672744
72,5.590194783069129e-05,0.0004358976402309263
73,5.565204728868437e-05,0.00043567455368352003
74,5.540494221977183e-05,0.0004354570657764187
75,5.5160609625237085e-05,0.0004352451524236935
76,5.4919040681936126e-05,0.00043503867446220126
77,5.4680438029470095e-05,0.0004348379336351036
78,5.444465941032288e-05,0.00043464212774716577
79,5.4211794686752594e-05,0.00043445248250453464
80,5.398184758036976e-05,0.0004342680471820821
81,5.375482762518778e-05,0.0004340887916723973
82,5.353075372197012e-05,0.0004339150224020169
83,5.33096522565171e-05,0.00043374636536999337
84,5.309150336630075e-05,0.00043358334310716765
85,5.287634832356339e-05,0.0004334254819236096
86,5.266413013330372e-05,0.00043327236968231786
87,5.245493401622068e-05,0.0004331248232977058
88,5.224871949457306e-05,0.0004329821456159497
89,5.2045517930247146e-05,0.00043284410848978095
90,5.184528437120594e-05,0.0004327114411875948
91,5.164803491655105e-05,0.000432583573006693
92,5.14537847872513e-05,0.00043246007040035966
93,5.1262512699039864e-05,0.0004323417074635796
94,5.1074202427367585e-05,0.0004322278017617077
95,5.088886651698896e-05,0.00043211881962508476
96,5.0706504758824756e-05,0.00043201390466513645
97,5.0527064214010946e-05,0.0004319136864612757
98,5.035056942845052e-05,0.00043181769466884006
99,5.017698657312216e-05,0.0004317261534207768
100,5.0006320415032575e-05,0.0004316388606629067
101,4.98385536006047e-05,0.0004315558050213189
102,4.9673650042761396e-05,0.0004314765502730834
103,4.9511617728329705e-05,0.0004314015239434338
104,4.9352422201050574e-05,0.0004313300857481001
105,4.919605250517174e-05,0.0004312627113841731
106,4.904249358698779e-05,0.00043119921853455406
107,4.889170245980662e-05,0.00043113924691389345
108,4.87436899121171e-05,0.0004310827891626021
109,4.859841299904296e-05,0.0004310302306555383
110,4.845584976726383e-05,0.0004309809200690481
111,4.831596755860213e-05,0.0004309346968302739
112,4.817875989160136e-05,0.0004308921155846282
113,4.80441984569322e-05,0.0004308524420458138
114,4.7912251767260826e-05,0.0004308162699988776
115,4.778289398039295e-05,0.00043078296083218324
116,4.7656107784567356e-05,0.00043075242623065907
117,4.753187093375272e-05,0.00043072513787707463
118,4.7410106110445424e-05,0.00043070041400583824
119,4.7290846976403403e-05,0.00043067861791304044
120,4.717404389621465e-05,0.000430659175550715
121,4.7059658566562074e-05,0.0004306426027591672
122,4.694768153706394e-05,0.0004306283345226541
123,4.683804602781043e-05,0.0004306166331101766
124,4.673076533624132e-05,0.0004306074092030825
125,4.6625779456614204e-05,0.0004306003680832727
126,4.652308098752394e-05,0.00043059512772115655
127,4.642260691248705e-05,0.00043059254049098697
128,4.6324375797740195e-05,0.00043059193232128845
129,4.622828498537566e-05,0.00043059295831494377
130,4.61343741168177e-05,0.0004305960955071509
131,4.6042581680953374e-05,0.00043060097759107835
132,4.595288162650915e-05,0.000430607742726289
133,4.5865217920248235e-05,0.0004306162684759789
134,4.577958847137821e-05,0.0004306261507317895
135,4.5695955102029524e-05,0.00043063774743738276
136,4.561429991501908e-05,0.00043065089969253486
137,4.553454906355868e-05,0.0004306654783699062
138,4.5456716012351494e-05,0.0004306813028250318
