Date,bitcoin,ethereum,ripple,dash,litecoin,monero,ethereum-classic,nem,augur,^IXIC,^RUT,^DJI,^GSPC,trend_bitcoin
2018-02-07,7621.30,757.07,0.723895,521.99,138.20,207.28,18.16,0.536718,47.37,7051.97998,1507.969971,24893.349609,2681.659912,38.42857142857143
2018-02-08,8265.59,817.81,0.805263,605.00,149.47,247.22,21.79,0.543094,52.00,6777.160156,1463.790039,23860.460938,2581.0,35.57142857142857
2018-02-09,8736.98,883.87,0.954428,637.82,163.95,260.43,26.00,0.590486,57.57,6874.490234000001,1477.839966,24190.900391,2619.550049,32.714285714285715
2018-02-10,8621.90,860.41,1.07,634.10,155.59,250.03,24.52,0.590511,55.03,6910.313476333334,1482.2199706666668,24327.690104333335,2631.7000326666666,29.857142857142858
2018-02-11,8129.97,814.66,1.00,580.02,148.99,229.49,24.13,0.528640,49.21,6946.136718666667,1486.5999753333333,24464.479817666666,2643.8500163333333,27.0
2018-02-12,8926.57,868.71,1.08,620.56,161.57,247.57,29.88,0.557894,54.13,6981.959961,1490.97998,24601.269531,2656.0,26.571428571428573
2018-02-13,8598.31,845.26,1.03,595.47,159.55,234.69,33.96,0.533186,49.89,7013.509765999999,1494.949951,24640.449219,2662.939941,26.142857142857142
2018-02-14,9494.63,923.56,1.14,678.98,213.36,276.66,35.04,0.570005,52.79,7143.620117,1522.099976,24893.490234,2698.6298829999996,25.714285714285715
2018-02-15,10166.40,936.98,1.15,703.86,225.43,303.25,34.53,0.561359,54.55,7256.430176000001,1537.199951,25200.369141,2731.199951,25.285714285714285
2018-02-16,10233.90,944.21,1.14,698.86,230.12,296.48,35.03,0.568887,54.44,7239.470215,1543.550049,25219.380859,2732.219971,24.857142857142858
2018-02-17,11112.70,974.12,1.20,742.16,229.47,325.67,34.99,0.598880,55.27,7238.180176,1540.16003425,25155.72314425,2728.22998075,24.42857142857143
2018-02-18,10551.80,923.92,1.12,689.28,215.74,300.12,34.88,0.530407,54.14,7236.890137,1536.7700195,25092.0654295,2724.2399905,24.0
2018-02-19,11225.30,943.87,1.14,728.73,223.06,316.49,39.29,0.529261,54.27,7235.600098000001,1533.38000475,25028.40771475,2720.25000025,23.428571428571427
2018-02-20,11403.70,895.37,1.09,685.04,232.85,304.40,38.47,0.484397,50.64,7234.310059,1529.98999,24964.75,2716.26001,22.857142857142858
2018-02-21,10690.40,849.97,1.02,670.38,213.35,322.61,36.63,0.464439,47.01,7218.22998,1531.839966,24797.779297,2701.330078,22.285714285714285
2018-02-22,10005.00,812.85,0.941788,632.96,195.31,282.76,32.81,0.432245,43.54,7210.089844,1529.98999,24962.480469,2703.959961,21.714285714285715
2018-02-23,10301.10,864.19,0.998855,631.66,209.31,285.71,38.04,0.439576,44.52,7337.390137,1549.189941,25309.990234,2747.300049,21.142857142857142
2018-02-24,9813.07,840.51,0.954402,595.01,209.42,273.79,38.84,0.406426,43.36,7365.413411666666,1552.569946,25443.083333000002,2758.066732,20.571428571428573
2018-02-25,9664.73,844.81,0.943487,591.69,220.47,281.02,36.41,0.398644,44.04,7393.4366863333335,1555.949951,25576.176432,2768.833415,20.0
2018-02-26,10366.70,869.32,0.956859,621.27,220.96,293.61,36.08,0.402877,46.43,7421.459961,1559.329956,25709.269531,2779.600098,19.857142857142858
2018-02-27,10725.60,878.26,0.947305,615.85,216.60,302.54,36.25,0.401762,48.44,7330.350098000001,1536.469971,25410.029297,2744.280029,19.714285714285715
2018-02-28,10397.90,855.20,0.904583,584.29,202.90,285.70,33.69,0.401794,45.85,7273.009765999999,1512.449951,25029.199219,2713.830078,19.571428571428573
2018-03-01,10951.00,872.20,0.928347,617.53,209.75,314.04,33.76,0.416245,47.01,7180.560059,1507.390015,24608.980469,2677.669922,19.428571428571427
2018-03-02,11086.40,856.85,0.910144,603.63,212.56,344.73,30.77,0.395159,45.19,7257.870117,1533.170044,24538.060547,2691.25,19.285714285714285
2018-03-03,11489.70,857.23,0.907804,610.52,210.64,352.95,29.19,0.377967,47.25,7282.150065,1537.463379,24650.29362,2701.146647,19.142857142857142
2018-03-04,11512.60,866.68,1.01,620.49,213.80,368.97,29.69,0.356651,46.53,7306.430013,1541.7567139999999,24762.526693,2711.043294,19.0
2018-03-05,11573.30,853.68,0.959368,614.58,211.18,373.25,26.84,0.353482,46.42,7330.709961,1546.050049,24874.759766,2720.939941,19.0
2018-03-06,10779.90,816.95,0.922887,578.51,196.60,346.40,25.10,0.339163,43.46,7372.009765999999,1562.199951,24884.119141,2728.1201170000004,19.0
2018-03-07,9965.57,752.83,0.871210,513.74,185.84,339.15,22.12,0.297047,39.21,7396.649901999999,1574.530029,24801.359375,2726.800049,19.0
2018-03-08,9395.01,704.60,0.825857,493.82,176.51,278.64,22.67,0.341636,38.52,7427.950195,1571.969971,24895.210938,2738.969971,19.0
2018-03-09,9337.55,728.92,0.849761,499.50,187.17,288.09,22.48,0.338070,36.84,7560.810059,1597.140015,25335.740234,2786.570068,19.0
2018-03-10,8866.00,686.89,0.796627,484.35,177.73,257.04,20.91,0.341924,33.34,7569.979980666667,1598.4466963333332,25283.363281,2785.3867186666666,19.0
2018-03-11,9578.63,723.34,0.831122,531.80,188.95,282.35,21.58,0.350379,36.18,7579.149902333333,1599.7533776666667,25230.986328,2784.2033693333333,19.0
2018-03-12,9205.12,699.83,0.801048,501.30,178.23,259.42,20.50,0.390672,34.94,7588.319823999999,1601.060059,25178.609375,2783.02002,18.857142857142858
2018-03-13,9194.85,690.83,0.789711,487.37,175.78,248.07,19.92,0.465787,38.14,7511.009765999999,1592.050049,25007.029297,2765.310059,18.714285714285715
2018-03-14,8269.81,614.29,0.701902,426.25,161.10,215.56,17.15,0.399253,31.22,7496.810059,1584.310059,24758.119141,2749.47998,18.571428571428573
2018-03-15,8300.86,611.30,0.697269,418.24,164.48,213.31,18.41,0.376528,32.00,7481.740234000001,1576.619995,24873.660156,2747.330078,18.428571428571427
2018-03-16,8338.35,601.67,0.689260,425.52,165.45,215.70,17.78,0.338381,33.12,7481.990234000001,1586.050049,24946.509766,2752.01001,18.285714285714285
2018-03-17,7916.88,552.78,0.637856,387.28,152.97,197.91,16.32,0.281779,30.60,7436.073567333334,1580.8867189999999,24834.643229333335,2738.9799806666665,18.142857142857142
2018-03-18,8223.68,538.64,0.658777,394.15,154.07,209.63,16.79,0.281759,29.70,7390.156900666668,1575.723389,24722.776692666666,2725.9499513333335,18.0
2018-03-19,8630.65,556.73,0.749080,409.32,161.14,216.77,19.65,0.301993,33.20,7344.240234000001,1570.560059,24610.910156,2712.919922,18.0
2018-03-20,8913.47,557.17,0.709808,428.88,168.82,223.74,20.21,0.310745,35.44,7364.299805,1570.410034,24727.269531,2716.939941,18.0
2018-03-21,8929.28,561.73,0.693664,434.51,169.05,218.63,19.80,0.290294,36.15,7345.290039,1579.300049,24682.310547,2711.929932,18.0
2018-03-22,8728.47,539.70,0.662743,411.36,163.67,212.71,19.67,0.297499,35.19,7166.680176000001,1543.869995,23957.890625,2643.689941,18.0
2018-03-23,8879.62,539.62,0.643174,427.46,167.83,213.91,19.04,0.278787,35.19,6992.669922,1510.079956,23533.199219,2588.26001,18.0
2018-03-24,8668.12,526.44,0.641265,424.61,159.63,209.16,18.50,0.282152,34.75,7068.6266276666665,1521.2932943333333,23756.332682333334,2611.690023,18.0
2018-03-25,8495.78,524.29,0.641875,411.79,160.08,211.78,18.09,0.288878,34.23,7144.583333333334,1532.5066326666667,23979.466145666665,2635.120036,18.0
2018-03-26,8209.40,489.95,0.599463,390.87,149.22,197.18,16.48,0.266100,34.46,7220.540039,1543.719971,24202.599609,2658.550049,17.857142857142858
2018-03-27,7833.04,450.12,0.577917,354.75,135.78,187.93,15.91,0.249203,32.50,7008.810059,1513.569946,23857.710938,2612.6201170000004,17.714285714285715
2018-03-28,7954.48,446.28,0.578002,351.26,131.75,199.16,16.10,0.253923,33.10,6949.22998,1513.030029,23848.419922,2605.0,17.571428571428573
2018-03-29,7165.70,385.97,0.511511,329.28,114.68,176.86,14.68,0.221222,26.81,7063.450195,1529.430054,24103.109375,2640.8701170000004,17.428571428571427
2018-03-30,6890.52,394.64,0.509565,311.12,118.60,172.36,14.39,0.220901,25.78,7015.117675500001,1520.20504775,23988.3793945,2626.1225585,17.285714285714285
2018-03-31,6973.53,396.46,0.512353,305.76,116.61,179.56,14.37,0.221104,26.05,6966.785156,1510.9800415,23873.649414,2611.375,17.142857142857142
2018-04-01,6844.23,379.61,0.485081,291.53,115.22,175.51,13.58,0.208790,24.35,6918.4526365,1501.75503525,23758.9194335,2596.6274415,17.0
2018-04-02,7083.80,386.43,0.500688,311.81,119.31,177.51,14.13,0.226911,25.59,6870.120117,1492.530029,23644.189453,2581.8798829999996,16.857142857142858
2018-04-03,7456.11,416.89,0.558044,339.85,134.47,189.53,15.16,0.260692,27.40,6941.279785,1512.150024,24033.359375,2614.449951,16.714285714285715
2018-04-04,6853.84,380.54,0.501631,299.85,118.41,170.10,13.64,0.227384,24.11,7042.109863,1531.660034,24264.300781,2644.689941,16.571428571428573
2018-04-05,6811.47,383.23,0.495801,301.65,119.13,173.31,13.72,0.224768,26.80,7076.549805,1542.930054,24505.220703,2662.840088,16.428571428571427
2018-04-06,6636.32,370.29,0.476431,285.45,113.16,162.00,13.15,0.219099,24.14,6915.109863,1513.300049,23932.759766,2604.469971,16.285714285714285
2018-04-07,6911.09,385.31,0.487867,297.80,116.26,170.12,13.47,0.222968,24.61,6926.85319,1513.6866863333332,23948.206380333333,2607.366618,16.142857142857142
2018-04-08,7023.52,400.51,0.500398,310.85,117.67,173.97,14.12,0.235490,25.13,6938.596517,1514.0733236666667,23963.652994666667,2610.263265,16.0
2018-04-09,6770.73,398.53,0.491855,298.40,114.99,167.06,13.63,0.229289,24.30,6950.339844,1514.459961,23979.099609,2613.159912,15.714285714285714
2018-04-10,6834.76,414.24,0.491931,298.81,114.26,165.57,13.65,0.235359,24.69,7094.299805,1543.430054,24408.0,2656.8701170000004,15.428571428571429
2018-04-11,6968.32,430.54,0.539506,309.42,118.29,169.16,14.59,0.246886,25.44,7069.029785,1546.800049,24189.449219,2642.189941,15.142857142857142
2018-04-12,7889.25,492.94,0.628737,353.80,129.34,191.94,16.17,0.275733,27.91,7140.25,1557.329956,24483.050781,2663.98999,14.857142857142858
2018-04-13,7895.96,492.74,0.638087,353.07,125.35,188.87,15.61,0.282566,29.12,7106.649901999999,1549.51001,24360.140625,2656.300049,14.571428571428571
2018-04-14,7986.24,501.48,0.632184,356.14,126.29,190.42,16.02,0.305177,29.06,7123.193196333333,1554.016683,24431.106771,2663.480062,14.285714285714286
2018-04-15,8329.11,531.70,0.682534,381.70,132.04,200.62,16.75,0.358358,30.60,7139.736490666666,1558.523356,24502.072917,2670.660075,14.0
2018-04-16,8058.67,511.15,0.663297,363.57,128.34,194.10,16.12,0.344979,28.82,7156.279785,1563.030029,24573.039063,2677.840088,14.142857142857142
2018-04-17,7902.09,502.89,0.656933,363.85,132.93,195.75,16.07,0.340167,28.91,7281.100098000001,1579.800049,24786.630859,2706.389893,14.285714285714286
2018-04-18,8163.42,524.79,0.708932,421.18,140.00,228.34,17.62,0.375668,32.49,7295.240234000001,1583.560059,24748.070313,2708.639893,14.428571428571429
2018-04-19,8294.31,567.89,0.791976,431.33,146.30,238.61,18.38,0.387630,38.39,7238.060059,1573.819946,24664.890625,2693.1298829999996,14.571428571428571
2018-04-20,8845.83,615.72,0.924465,460.41,155.54,271.98,19.64,0.405268,39.77,7146.129883,1564.119995,24462.939453,2670.139893,14.714285714285714
2018-04-21,8895.58,605.39,0.873103,444.50,148.93,258.18,18.69,0.388677,38.58,7140.286621333334,1563.4533283333333,24458.189453,2670.1899416666665,14.857142857142858
2018-04-22,8802.46,621.86,0.869995,467.71,146.77,271.30,18.79,0.386091,40.01,7134.443359666667,1562.7866616666668,24453.439453,2670.2399903333335,15.0
2018-04-23,8930.88,642.55,0.876657,503.39,152.25,283.30,20.48,0.394801,42.33,7128.600098000001,1562.119995,24448.689453,2670.290039,14.571428571428571
2018-04-24,9697.50,708.16,0.934781,530.13,165.78,296.04,22.25,0.434433,45.61,7007.350098000001,1553.280029,24024.130859,2634.560059,14.142857142857142
2018-04-25,8845.74,615.42,0.800607,461.01,144.76,257.14,18.58,0.376121,40.14,7003.740234000001,1550.469971,24083.830078,2639.399902,13.714285714285715
2018-04-26,9281.51,662.81,0.852414,503.86,153.68,268.27,21.06,0.403456,43.05,7118.680176000001,1557.890015,24322.339844,2666.939941,13.285714285714286
2018-04-27,8987.05,647.03,0.813885,472.06,145.91,251.88,20.56,0.388561,40.18,7119.799805,1556.23999,24311.189453,2669.909912,12.857142857142858
2018-04-28,9348.48,683.68,0.863804,494.11,152.30,261.50,21.73,0.420334,41.85,7101.956543333333,1554.7624815,24261.843098999998,2662.623291,12.428571428571429
2018-04-29,9419.08,688.88,0.872778,498.69,153.63,256.87,21.83,0.427005,40.64,7084.113281666667,1553.284973,24212.496745,2655.33667,12.0
2018-04-30,9240.55,669.92,0.837938,472.77,148.48,242.46,21.68,0.408880,40.22,7066.27002,1551.8074645000002,24163.150391,2648.050049,12.142857142857142
2018-05-01,9119.01,673.61,0.841407,478.90,148.49,240.26,21.58,0.404853,39.10,7130.700195,1550.329956,24099.050781,2654.800049,12.285714285714286
2018-05-02,9235.92,687.15,0.859094,481.49,151.58,249.66,21.67,0.420621,39.31,7100.899901999999,1554.910034,23924.980469,2635.669922,12.428571428571429
2018-05-03,9743.86,779.54,0.884466,503.32,161.46,245.98,22.76,0.434050,44.26,7088.149901999999,1546.560059,23930.150391,2629.72998,12.571428571428571
2018-05-04,9700.76,785.62,0.895442,486.32,168.79,241.53,22.40,0.431269,43.23,7209.620117,1565.599976,24262.509766,2663.419922,12.714285714285714
2018-05-05,9858.15,816.12,0.905103,505.71,177.76,240.78,22.76,0.426755,43.87,7228.150065,1570.0499676666666,24294.113281666665,2666.489909,12.857142857142858
2018-05-06,9654.80,792.31,0.871424,485.22,171.80,235.49,25.34,0.418524,42.87,7246.680013,1574.4999593333334,24325.716797333334,2669.5598959999998,13.0
2018-05-07,9373.01,753.73,0.832641,457.99,164.88,233.07,23.64,0.390551,41.53,7265.209961,1578.949951,24357.320313,2672.6298829999996,12.714285714285714
2018-05-08,9234.82,752.86,0.813970,443.78,159.62,223.35,22.47,0.378160,45.10,7266.899901999999,1586.390015,24360.210938,2671.919922,12.428571428571429
2018-05-09,9325.18,752.27,0.802043,443.16,157.06,227.52,21.50,0.379517,50.41,7339.910156,1596.050049,24542.539063,2697.790039,12.142857142857142
2018-05-10,9043.94,727.28,0.758237,421.34,149.87,218.22,19.74,0.351925,44.28,7404.970215,1603.709961,24739.529297,2723.070068,11.857142857142858
2018-05-11,8441.49,679.59,0.684948,394.21,137.12,197.74,17.73,0.320185,56.03,7402.879883,1606.790039,24831.169922,2727.719971,11.571428571428571
2018-05-12,8504.89,686.05,0.696735,404.53,141.88,201.96,18.15,0.332630,52.12,7405.693196666666,1604.6400146666667,24853.916666666668,2728.523275,11.285714285714286
2018-05-13,8723.94,733.50,0.745748,416.84,144.59,209.58,18.73,0.356028,52.98,7408.506510333333,1602.4899903333333,24876.663411333335,2729.3265789999996,11.0
2018-05-14,8716.79,730.55,0.740898,432.71,147.71,215.04,18.79,0.368996,54.08,7411.319823999999,1600.339966,24899.410156,2730.1298829999996,11.0
2018-05-15,8510.38,708.87,0.698588,429.34,139.88,205.17,18.26,0.335998,54.23,7351.629883,1600.339966,24706.410156,2711.449951,11.0
2018-05-16,8368.83,707.05,0.714081,412.60,139.27,199.21,17.76,0.326662,50.41,7398.299805,1616.369995,24768.929688,2722.459961,11.0
2018-05-17,8094.32,672.66,0.667310,387.41,132.77,192.99,17.04,0.303940,56.80,7382.470215,1625.290039,24713.980469,2720.1298829999996,11.0
2018-05-18,8250.97,694.37,0.680294,395.89,136.06,204.05,18.00,0.312504,55.63,7354.339844,1626.630005,24715.089844,2712.969971,11.0
2018-05-19,8247.18,696.53,0.676713,386.53,135.32,197.57,17.70,0.307566,53.83,7367.573242333334,1630.233317,24814.489583666666,2719.649984,11.0
2018-05-20,8513.25,715.37,0.700244,402.08,139.70,203.45,18.16,0.321398,54.30,7380.806640666667,1633.8366290000001,24913.889323333333,2726.329997,11.0
2018-05-21,8418.99,699.22,0.681587,384.79,134.51,198.74,17.68,0.311285,51.80,7394.040039,1637.439941,25013.289063,2733.01001,11.0
2018-05-22,8041.78,647.74,0.645567,360.38,128.68,176.27,16.47,0.287475,45.70,7378.459961,1625.23999,24834.410156,2724.439941,11.0
2018-05-23,7557.82,583.59,0.599594,340.67,119.31,171.54,14.95,0.261433,42.40,7425.959961,1627.609985,24886.810547,2733.290039,11.0
2018-05-24,7587.34,601.75,0.631997,343.71,122.61,171.49,15.71,0.271747,42.03,7424.430176000001,1628.219971,24811.759766,2727.76001,11.0
2018-05-25,7480.14,586.73,0.611001,339.71,119.44,164.72,15.19,0.263889,39.87,7433.850098000001,1626.930054,24753.089844,2721.330078,11.0
